idx,name,smiles,score,mw,logp,hbd,hba,rotb,tpsa,lip_viol,veber,pains,druglike
11351,L6020,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@@H](O)C(C)(C)C5CC[C@]43C)C12,0.40316445,442.7,7.0,2.0,2.0,2.0,40.5,1.0,True,False,True
2059,D7800,CCc1ccccc1NC(=O)c1cn(C)c(=O)c2ccccc12,0.54609466,306.4,3.35,1.0,3.0,3.0,51.1,0.0,True,False,True
2621,D7800,CSc1ccc(-c2nc3cc(C)ccn3c2Nc2ccc(C)cc2)cc1,0.532305,359.5,6.08,1.0,4.0,4.0,29.3,1.0,True,False,True
3882,L6020,COc1cc(O)c2c(c1)CCc1cc(Oc3c(OC)cc(O)c4c3CCc3cc(O)ccc3-4)ccc1-2,0.4801937,482.5,6.14,3.0,6.0,4.0,88.4,1.0,True,False,True
18343,L6020,CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)C4C[C@H](O)C5C(C)(C)[C@@H](O)CC[C@]5(C)C4=CC[C@]23C)O1,0.35987797,490.7,4.6,4.0,5.0,2.0,90.2,0.0,True,False,True
6518,L6020,CC(C)c1ccc(C(C)C)cc1,0.40150657,162.3,3.93,0.0,0.0,2.0,0.0,0.0,True,False,True
5786,D7800,COc1cccc(NC(=O)Nc2ccc3nc(N4CCN(C)CC4)cc(C)c3c2)c1,0.65256536,405.5,3.95,2.0,5.0,4.0,69.7,0.0,True,False,True
468,D7800,Cn1c(=O)c2c(ncn2Cc2cccc(Cl)c2)n(C)c1=O,0.41664833,304.7,1.14,0.0,6.0,2.0,61.8,0.0,True,False,True
10895,L6020,COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)C1(CO)O5,0.5964776,341.4,1.79,1.0,5.0,3.0,51.2,0.0,True,False,True
5195,L6020,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2=C3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.45169243,392.6,7.46,0.0,1.0,4.0,17.1,1.0,True,False,True
12505,L6020,COc1cc(O)c2c(O)c3c(cc2c1O)C[C@@H](C)OC3=O,0.29971582,290.3,2.07,3.0,6.0,1.0,96.2,0.0,True,False,True
1803,L6020,CSCO[C@H]1C[C@@H](CC=C(C)C)C(=O)c2ccccc21,0.3613769,290.4,4.62,0.0,3.0,5.0,26.3,0.0,True,False,True
6474,L6020,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0.3329813,250.3,1.93,2.0,4.0,2.0,74.6,0.0,True,False,True
8797,L6020,O=c1cccc2n1C[C@H]1C[C@@H]2CN2CC[C@@H](O)C[C@H]12,0.30666584,260.3,0.79,1.0,4.0,0.0,45.5,0.0,True,False,True
18408,L6020,CC(=O)O[C@H]1CCC2[C@@](O)(CC[C@H]3[C@]4(C)CC[C@H]([C@H](C)CCC=C(C)C)[C@@]4(C)CC[C@@]23C)C1(C)C,0.35081953,486.8,8.1,1.0,3.0,5.0,46.5,1.0,True,False,True
6228,D7800,COc1ccc(CNC(=O)CCc2c(C)nn(-c3ccc(N4CCOCC4)nn3)c2C)c(OC)c1,0.6769041,480.6,2.38,1.0,9.0,9.0,103.6,0.0,True,False,True
480,D7800,Cc1ccc2c(c1C)OC(=O)CC2c1ccccc1,0.3619669,252.3,3.74,0.0,2.0,1.0,26.3,0.0,True,False,True
915,D7800,CC(C)Cc1nnc(NC(=O)CSc2nc(=O)cc(N)n2-c2ccccc2)s1,0.47392088,416.5,2.6,2.0,9.0,7.0,115.8,0.0,True,False,True
4899,L6020,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3CCC12C,0.49823937,460.7,6.5,3.0,3.0,4.0,60.7,1.0,True,False,True
3708,L6020,O=C1/C=C/CCc2ccc(O)c(c2)-c2cc(ccc2O)CC1,0.43520084,294.4,3.77,2.0,3.0,0.0,57.5,0.0,True,False,True
11832,L6020,COc1cc2c(cc1OC)-c1c3c(c(OC)c4c1C(C2)N(C)CC4)OCO3.Cl,0.4919753,405.9,3.62,0.0,6.0,3.0,49.4,0.0,True,False,True
7499,D7800,CCOc1ccc(-c2cc(C(=O)NCc3ccc(C)cc3)c3ccccc3n2)cc1,0.51036257,396.5,5.54,1.0,3.0,6.0,51.2,1.0,True,False,True
