idx,name,smiles,score,mw,logp,hbd,hba,rotb,tpsa,lip_viol,veber,pains,druglike
6124,D7800,Cc1ccc(C)c(N2CCN(C(=O)c3c4c(nc5ccccc35)C(=O)N(C3CCCCC3)C4)CC2)c1,0.7764653,482.6,5.1,0.0,4.0,3.0,56.8,1.0,True,False,True
771,D7800,Cc1c(C(c2ccc(O)cc2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,0.7763158,480.6,4.17,1.0,7.0,5.0,74.1,0.0,True,False,True
5491,D7800,Cc1ccc(NC(=O)CSc2nnc(-c3cc4occc4n3C)n2-c2ccccc2C)c(Cl)c1,0.7754946,492.0,6.02,1.0,7.0,6.0,77.9,1.0,True,False,True
1056,D7800,Cc1ccc(Nc2nc(N)nc(CSC(=S)N3CCOCC3)n2)c(C)c1,0.7754449,390.5,2.66,2.0,8.0,4.0,89.2,0.0,True,False,True
10014,L6020,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.7753534,488.0,3.31,3.0,9.0,7.0,106.5,0.0,True,False,True
544,D7800,Cc1ccc(-c2nnc(Nc3ccc(Cl)cc3)c3ccccc23)cc1S(=O)(=O)N1CCOCC1,0.7742944,495.0,5.02,1.0,6.0,5.0,84.4,1.0,True,False,True
14984,L6020,COc1c2c(c(C)c3c1C(=O)OC3)OC1(C)CC(O)C34OC(OC)(OC3(C)C)C(O)CC4(C)C1C2,0.77401644,490.5,2.38,2.0,9.0,2.0,112.9,0.0,True,False,True
5697,D7800,CCc1ccc(NC(=O)c2ccc3c(=O)n4nc(Nc5ccccc5C)sc4nc3c2)cc1,0.77387327,455.5,5.17,2.0,7.0,5.0,88.4,1.0,True,False,True
6748,D7800,Cc1ccc(C)c(N2CCN(C(=O)c3ccc(NC(=O)c4nsc5ccccc45)cc3)CC2)c1,0.7734964,470.6,5.13,1.0,5.0,4.0,65.5,1.0,True,False,True
3253,D7800,Cc1cccc(N2CCN(C(=O)CCc3c(C)nc4c(c3C)c(=O)n(C)c(=O)n4C)CC2)c1C,0.7727822,463.6,2.15,0.0,7.0,4.0,80.4,0.0,True,False,True
5738,D7800,Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCc4ccc(Cl)cc4)nc(C)c3c2C)cc1,0.7723267,464.0,4.26,1.0,6.0,7.0,81.8,0.0,True,False,True
5915,D7800,Cn1nnc2cc(C(=O)Nc3ccc(Cl)cc3)ccc21,0.7719193,286.7,2.87,1.0,4.0,2.0,59.8,0.0,True,False,True
17049,L6020,CC(O)C12OC3=CC4=C(CC(=O)OC4(C)C)C(CO)=C4CC5(C)C(=O)OC(O1)C5C2C34C,0.7710744,444.5,1.86,2.0,8.0,2.0,111.5,0.0,True,False,True
3956,D7800,Cc1ccc(CSc2nnc(-n3c(=O)c(C#N)cc4c(=O)n5cc(C)ccc5nc43)s2)cc1,0.77079946,472.6,3.63,0.0,10.0,4.0,105.9,0.0,True,False,True
5918,D7800,CCn1nnc2cc(C(=O)Nc3cccc(Cl)c3)ccc21,0.7706161,300.7,3.36,1.0,4.0,3.0,59.8,0.0,True,False,True
2301,D7800,Cc1ccc(-n2c(=O)c3c4c(sc3n(Cc3cccc(Cl)c3)c2=O)CCC4)cc1C,0.76986426,437.0,5.02,0.0,5.0,3.0,44.0,1.0,True,False,True
267,L6020,C=C1C2(C)OC(=O)C34OC2C2=C(CO)C5(CCC2(C)C13C(=O)OC4C)C(O)CC(=O)OC5(C)C,0.76984304,474.5,1.1,2.0,9.0,1.0,128.6,0.0,True,False,True
626,D7800,CC1=C(C(=O)Nc2ccccc2Cl)C(c2cccc(Br)c2)NC(=O)N1,0.7693265,420.7,4.37,3.0,2.0,3.0,70.2,0.0,True,False,True
6011,L6020,O=C1OC(=O)C2C3CCC(O3)C12,0.76925224,168.1,-0.14,0.0,4.0,0.0,52.6,0.0,True,False,True
2660,D7800,Cc1cc(C)cc(N2C(N)=NC(N)=NC2c2cccc(Cl)c2)c1,0.7684993,327.8,3.11,2.0,5.0,2.0,80.0,0.0,True,False,True
7005,D7800,Cc1cc(C)cc(NC(=O)CSc2nc(=O)n(CCN3CCOCC3)c3c2CCC3)c1,0.76815337,442.6,2.41,1.0,7.0,7.0,76.5,0.0,True,False,True
4846,D7800,O=C(Nc1ccc(Br)cc1)c1cccc(-n2cnnn2)c1,0.7675616,344.2,2.68,1.0,5.0,3.0,72.7,0.0,True,False,True
3675,D7800,Cc1cc(C)cc(-n2c(SCC(=O)Nc3ccccc3F)nc3c(oc4ccccc43)c2=O)c1,0.76722467,473.5,5.62,1.0,6.0,5.0,77.1,1.0,True,False,True
1037,D7800,CC1=C(C(=O)Nc2ccccc2)C(c2ccc(O)cc2)n2nc(-c3ccc(Cl)cc3)nc2N1,0.76606965,457.9,5.23,3.0,6.0,4.0,92.1,1.0,True,False,True
3188,D7800,Cc1ccc(C)c(NC(=O)c2ccc3c(c2)N(Cc2ccc(F)cc2)C(=O)CS3=O)c1,0.76605624,436.5,4.35,1.0,3.0,4.0,66.5,0.0,True,False,True
2530,D7800,CCN(CC)C(=O)Cn1c(=O)n(-c2ccc(C)c(C)c2)c(=O)c2c3c(sc21)CCCCC3,0.76527584,453.6,3.97,0.0,6.0,5.0,64.3,0.0,True,False,True
1735,D7800,c1cc(C2CCCCC2)ccc1Oc1nc(N2CCOCC2)nc(N2CCOCC2)n1,0.764617,425.5,3.38,0.0,8.0,5.0,72.8,0.0,True,False,True
5757,D7800,Cc1ccc(NC(=O)CN2CCCN(Cc3cc(C)ccc3C)S2(=O)=O)c(Cl)c1,0.7641789,436.0,3.66,1.0,3.0,5.0,69.7,0.0,True,False,True
6044,D7800,CCN1c2ccccc2-c2nc(SCC(=O)Nc3c(C)cc(C)cc3C)ncc2S1(=O)=O,0.763397,468.6,4.33,1.0,6.0,5.0,92.3,0.0,True,False,True
2432,D7800,Cc1cc(NC(=O)c2cc(-c3cccc(Cl)c3)on2)nn1Cc1ccc(Cl)cc1,0.7633471,427.3,5.45,1.0,5.0,5.0,73.0,1.0,True,False,True
15379,L6020,C=C1C2(C)CC3C4(C)OC(C5OC56C4=CC(=O)OC6(C)C)C3(C)C13C(=O)OC(C)C3(O)C2=O,0.7631172,456.5,1.39,1.0,8.0,0.0,111.7,0.0,True,False,True
1119,D7800,CC(=O)Nc1ccc(NC(=O)CSc2nnc3c4cc(Br)ccc4n(C)c3n2)cc1,0.76287884,485.4,3.97,2.0,7.0,5.0,101.8,0.0,True,False,True
3700,D7800,CCc1cc2c(cc3c(=O)n(CCCC(=O)NCc4cccc(Br)c4)ncn32)s1,0.7621522,473.4,4.13,1.0,6.0,7.0,68.4,0.0,True,False,True
4519,D7800,CCc1cccc(C)c1NC(=O)c1ccc2c(c1)CCN2S(=O)(=O)c1ccc(Cl)cc1,0.76166666,455.0,5.21,1.0,3.0,5.0,66.5,1.0,True,False,True
14367,L6020,CC1(C)OC(=O)C=C2C1=CC1OC(=O)C34COC5(C)C(=O)C6(C)CC(C2(C)OC63C5=O)C14C,0.76144457,454.5,1.6,0.0,8.0,0.0,105.2,0.0,True,False,True
2298,D7800,Cc1ccc(C)c(Cn2c(=O)n(-c3ccc(Cl)cc3)c(=O)c3c(C)c(C)sc32)c1,0.76136965,425.0,5.15,0.0,5.0,3.0,44.0,1.0,True,False,True
6778,D7800,Cc1nn(-c2ccc3nnc(C)n3n2)c(C)c1CCC(=O)Nc1ccc(OC(F)(F)F)cc1,0.76117873,459.4,3.71,1.0,8.0,6.0,99.2,0.0,True,False,True
4124,D7800,Cc1cc(C)n(-c2nc(N(C)C)nc(N3CCOCC3)n2)n1,0.7609973,303.4,0.58,0.0,8.0,3.0,72.2,0.0,True,False,True
6805,D7800,COc1ccc(C)cc1NC(=O)N1CCN(c2cc(-c3noc(C)n3)ccc2C)CC1,0.7607768,421.5,4.02,1.0,6.0,4.0,83.7,0.0,True,False,True
4561,D7800,Cc1cc(C)c(C(=O)Nc2ccccc2)c(SCC(=O)Nc2ccc(Br)cc2C)n1,0.7604957,484.4,5.75,2.0,4.0,6.0,71.1,1.0,True,False,True
6102,D7800,CC1=C(c2ccc(C)cc2)S(=O)(=O)N(Cc2ccc(C(=O)Nc3ccc(F)cc3C)cc2)C1=O,0.7601646,478.5,4.8,1.0,4.0,5.0,83.6,0.0,True,False,True
